   5.000000      6.000000      2.449490    
   15.00000      10.00000      3.162278    
   25.00000      6.000000      2.449490    
   35.00000      38.00000      6.164414    
   45.00000      44.00000      6.633250    
   55.00000      80.00000      8.944272    
   65.00000      90.00000      9.486833    
   75.00000      122.0000      11.04536    
   85.00000      160.0000      12.64911    
   95.00000      202.0000      14.21267    
   105.0000      260.0000      16.12452    
   115.0000      296.0000      17.20465    
   125.0000      406.0000      20.14944    
   135.0000      412.0000      20.29778    
   145.0000      524.0000      22.89105    
   155.0000      568.0000      23.83275    
   165.0000      632.0000      25.13961    
   175.0000      776.0000      27.85678    
   185.0000      878.0000      29.63107    
   195.0000      980.0000      31.30495    
   205.0000      896.0000      29.93326    
   215.0000      1054.000      32.46537    
   225.0000      1094.000      33.07567    
   235.0000      1094.000      33.07567    
   245.0000      1090.000      33.01515    
   255.0000      1270.000      35.63706    
   265.0000      1292.000      35.94440    
   275.0000      1258.000      35.46830    
   285.0000      1366.000      36.95944    
   295.0000      1210.000      34.78505    
   305.0000      1374.000      37.06750    
   315.0000      1436.000      37.89459    
   325.0000      1380.000      37.14835    
   335.0000      1340.000      36.60601    
   345.0000      1368.000      36.98648    
   355.0000      1412.000      37.57659    
   365.0000      1300.000      36.05551    
   375.0000      1284.000      35.83295    
   385.0000      1234.000      35.12834    
   395.0000      1302.000      36.08324    
   405.0000      1240.000      35.21363    
   415.0000      1162.000      34.08812    
   425.0000      1092.000      33.04542    
   435.0000      970.0000      31.14482    
   445.0000      976.0000      31.24100    
   455.0000      980.0000      31.30495    
   465.0000      882.0000      29.69848    
   475.0000      850.0000      29.15476    
   485.0000      744.0000      27.27636    
   495.0000      710.0000      26.64582    
   505.0000      664.0000      25.76820    
   515.0000      574.0000      23.95830    
   525.0000      606.0000      24.61707    
   535.0000      482.0000      21.95450    
   545.0000      418.0000      20.44505    
   555.0000      428.0000      20.68816    
   565.0000      360.0000      18.97367    
   575.0000      388.0000      19.69772    
   585.0000      324.0000      18.00000    
   595.0000      344.0000      18.54724    
   605.0000      258.0000      16.06238    
   615.0000      276.0000      16.61325    
   625.0000      214.0000      14.62874    
   635.0000      192.0000      13.85641    
   645.0000      200.0000      14.14214    
   655.0000      162.0000      12.72792    
   665.0000      156.0000      12.49000    
   675.0000      108.0000      10.39230    
   685.0000      136.0000      11.66190    
   695.0000      154.0000      12.40967    
   705.0000      112.0000      10.58300    
   715.0000      86.00000      9.273619    
   725.0000      82.00000      9.055386    
   735.0000      64.00000      8.000000    
   745.0000      66.00000      8.124039    
   755.0000      72.00000      8.485281    
   765.0000      62.00000      7.874008    
   775.0000      52.00000      7.211102    
   785.0000      30.00000      5.477226    
   795.0000      18.00000      4.242640    
