  0.5000000E-01 0.0000000E+00 0.0000000E+00
  0.1500000     0.3208213E-03 0.1791148E-01
  0.2500000     0.0000000E+00 0.0000000E+00
  0.3500000     0.8244023E-03 0.2871241E-01
  0.4500000     0.9376465E-03 0.3062101E-01
  0.5500000     0.3031834E-02 0.5506209E-01
  0.6500000     0.3488372E-02 0.5906244E-01
  0.7500000     0.6468305E-02 0.8042578E-01
  0.8500000     0.1091703E-01 0.1044846    
  0.9500000     0.2527380E-01 0.1589774    
   1.050000     0.4446461E-01 0.2108663    
   1.150000     0.6735751E-01 0.2595333    
   1.250000     0.1340909     0.3661843    
   1.350000     0.2260184     0.4754139    
   1.450000     0.3500000     0.5916080    
   1.550000     0.4627329     0.6802447    
   1.650000     0.6215214     0.7883663    
   1.750000     0.7893519     0.8884548    
   1.850000     0.8915929     0.9442420    
   1.950000     0.9261905     0.9623879    
   2.050000     0.9859155     0.9929328    
   2.150000     0.9909091     0.9954442    
   2.250000     0.9928058     0.9963964    
   2.350000      1.000000      1.000000    
   2.450000      1.000000      1.000000    
   2.550000      1.000000      1.000000    
   2.650000      1.000000      1.000000    
   2.750000      1.000000      1.000000    
   2.850000      1.000000      1.000000    
   2.950000      1.000000      1.000000    
   3.050000      1.000000      1.000000    
   3.150000      1.000000      1.000000    
   3.250000      1.000000      1.000000    
   3.350000      1.000000      1.000000    
   3.450000      1.000000      1.000000    
   3.550000      1.000000      1.000000    
   3.650000      1.000000      1.000000    
   3.750000      1.000000      1.000000    
   3.850000      1.000000      1.000000    
   3.950000      1.000000      1.000000    
   4.050000      1.000000      1.000000    
   4.150000      1.000000      1.000000    
   4.250000      1.000000      1.000000    
   4.350000      1.000000      1.000000    
   4.450000      1.000000      1.000000    
   4.550000     0.0000000E+00 0.0000000E+00
   4.650000     0.0000000E+00 0.0000000E+00
   4.750000     0.0000000E+00 0.0000000E+00
   4.850000     0.0000000E+00 0.0000000E+00
   4.950000     0.0000000E+00 0.0000000E+00
