 36      9.438     -3.748       1715
 37      9.954     -3.953       1716
 38      10.47     -4.158       1717
 39      10.99     -4.363       1718
 40       11.5     -4.568       1719
 41      12.02     -4.773       1720
  1     -8.093     -3.941       1680
  2      -7.61     -3.706       1681
  3     -7.126      -3.47       1682
  4     -6.643     -3.235       1683
  5     -6.159         -3       1684
  6     -5.676     -2.764       1685
  7     -5.192     -2.529       1686
  8     -4.709     -2.293       1687
  9     -4.225     -2.058       1688
 10     -3.742     -1.822       1689
 11     -3.258     -1.587       1690
 12     -2.774     -1.351       1691
 13     -2.291     -1.116       1692
 14     -1.807    -0.8802       1693
 15     -1.324    -0.6447       1694
 16    -0.8404    -0.4093       1695
 17    -0.3569    -0.1738       1696
 18     0.1266    0.06169       1697
 19     0.6102     0.2972       1698
 20      1.094     0.5326       1699
 21      1.577     0.7681       1700
 22      2.061      1.004       1701
 23      2.544      1.239       1702
 24      3.028      1.475       1703
 25      3.511       1.71       1704
 26      3.995      1.946       1705
 27      4.478      2.181       1706
 28      4.962      2.416       1707
 29      5.445      2.652       1708
 30      5.929      2.887       1709
 31      6.412      3.123       1710
 32      6.896      3.358       1711
 33      7.379      3.594       1712
 34      7.863      3.829       1713
 35      8.346      4.065       1714
 36       8.83        4.3       1715
 37      9.314      4.536       1716
 38      9.797      4.771       1717
 39      10.28      5.007       1718
 40      10.76      5.242       1719
 41      11.25      5.478       1720
  1     -8.076      -3.41       1680
  2     -7.594     -3.207       1681
  3     -7.112     -3.003       1682
  4      -6.63       -2.8       1683
  5     -6.148     -2.596       1684
  6     -5.666     -2.393       1685
  7     -5.184     -2.189       1686
  8     -4.702     -1.986       1687
  9      -4.22     -1.782       1688
 10     -3.738     -1.579       1689
 11     -3.256     -1.375       1690
 12     -2.774     -1.172       1691
 13     -2.292    -0.9681       1692
 14     -1.811    -0.7646       1693
 15     -1.329     -0.561       1694
 16    -0.8466    -0.3575       1695
 17    -0.3646     -0.154       1696
 18     0.1174    0.04954       1697
 19     0.5993     0.2531       1698
