 1 0.01
 1.1 0.00630957344480193
 1.2 0.00398107170553497
 1.3 0.00251188643150958
 1.4 0.00158489319246111
 1.5 0.001
 1.6 0.000630957344480193
 1.7 0.000398107170553497
 1.8 0.000251188643150958
 1.9 0.000158489319246111
 2 0.0001
 2.1 6.30957344480193e-05
 2.2 3.98107170553497e-05
 2.3 2.51188643150958e-05
 2.4 1.58489319246111e-05
 2.5 1e-05
 2.6 6.30957344480193e-06
 2.7 3.98107170553497e-06
 2.8 2.51188643150958e-06
 2.9 1.58489319246111e-06
 3 1e-06
 3.1 6.30957344480193e-07
 3.2 3.98107170553497e-07
 3.3 2.51188643150958e-07
 3.4 1.58489319246111e-07
 3.5 1e-07
 3.6 6.30957344480193e-08
 3.7 3.98107170553497e-08
 3.8 2.51188643150958e-08
 3.9 1.58489319246111e-08
 4 1e-08
