  1.000000      2.421042    
  1.100000      2.839229    
  1.200000      3.251493    
  1.300000      3.630081    
  1.400000      3.958505    
  1.500000      4.229340    
  1.600000      4.441853    
  1.700000      4.600354    
  1.800000      4.712310    
  1.900000      4.786913    
  2.000000      4.833979    
  2.100000      4.862915    
  2.200000      4.881779    
  2.300000      4.897095    
  2.400000      4.913208    
  2.500000      4.932388    
  2.600000      4.954987    
  2.700000      4.979553    
  2.799999      5.004257    
  2.899999      5.026657    
  2.999999      5.045334    
  3.099999      5.061462    
  3.200000      5.079468    
