-817.1337 -324.5073 113.6783 0.09256091 0.96804357
-817.1337 -274.7011 109.2895 0.07844938 0.96922123
-817.1337 -224.8361 105.6263 0.06427398 0.97020745
-817.1337 -174.9228 102.6920 0.05004594 0.97099960
-817.1337 -124.9719 100.4890 0.03577669 0.97159559
-817.1337 -74.9939 99.0194 0.02147787 0.97199380
-817.1337 -24.9998 98.2842 0.00716126 0.97219318
-817.1337 24.9998 98.2842 -0.00716128 0.97219318
-817.1337 74.9939 99.0194 -0.02147789 0.97199380
-817.1337 124.9719 100.4890 -0.03577670 0.97159559
-817.1337 174.9228 102.6920 -0.05004595 0.97099960
-817.1337 224.8361 105.6263 -0.06427400 0.97020745
-817.1337 274.7011 109.2895 -0.07844939 0.96922123
-817.1337 324.5073 113.6783 -0.09256092 0.96804357
-768.4574 -374.2443 107.4391 0.10693174 0.96971905
-768.4574 -324.5073 102.3282 0.09285189 0.97109795
-768.4574 -274.7011 97.9393 0.07869662 0.97228676
-768.4574 -224.8361 94.2762 0.06447696 0.97328234
-768.4574 -174.9228 91.3419 0.05020423 0.97408199
-768.4574 -124.9719 89.1389 0.03589002 0.97468364
-768.4574 -74.9939 87.6692 0.02154592 0.97508568
-768.4574 -24.9998 86.9341 0.00718396 0.97528690
-768.4574 24.9998 86.9341 -0.00718397 0.97528690
-768.4574 74.9939 87.6692 -0.02154594 0.97508568
-768.4574 124.9719 89.1389 -0.03589003 0.97468364
-768.4574 174.9228 91.3419 -0.05020425 0.97408199
-768.4574 224.8361 94.2762 -0.06447697 0.97328234
-768.4574 274.7011 97.9393 -0.07869663 0.97228676
-768.4574 324.5073 102.3282 -0.09285191 0.97109795
-768.4574 374.2443 107.4391 -0.10693175 0.96971905
-719.6271 -423.9018 102.5817 0.12128329 0.97102940
-719.6271 -374.2443 96.7532 0.10724921 0.97260875
-719.6271 -324.5073 91.6424 0.09312835 0.97399998
-719.6271 -274.7011 87.2535 0.07893151 0.97519946
-719.6271 -224.8361 83.5904 0.06466982 0.97620398
-719.6271 -174.9228 80.6560 0.05035464 0.97701085
-719.6271 -124.9719 78.4531 0.03599766 0.97761792
-719.6271 -74.9939 76.9834 0.02161063 0.97802353
-719.6271 -24.9998 76.2482 0.00720557 0.97822666
-719.6271 24.9998 76.2482 -0.00720558 0.97822666
-719.6271 74.9939 76.9834 -0.02161064 0.97802353
-719.6271 124.9719 78.4531 -0.03599767 0.97761792
-719.6271 174.9228 80.6560 -0.05035465 0.97701085
-719.6271 224.8361 83.5904 -0.06466983 0.97620398
-719.6271 274.7011 87.2535 -0.07893153 0.97519946
-719.6271 324.5073 91.6424 -0.09312837 0.97399998
-719.6271 374.2443 96.7532 -0.10724922 0.97260875
-719.6271 423.9018 102.5817 -0.12128329 0.97102940
-670.6511 -473.4697 99.1098 0.13559590 0.97196931
